sourceTimeband,sourceValueDate,sourceAccount,sourceExternalReference,sourceBalance,wrkACCOUNT NAME,wrkCurrency,wrkTime,wrkCounterparty,Firm,Center,ParentExtRefNo,DealType,ExecType,ValueDate,Adjustment,Notes,ExtRefNo,RedefaultValues,Portfolio,runningBalance
15:15:00,06/04/2010,Other identified receipts,RECEIPT,36139.79,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,11/10/2018,0,Other identified receipts/RECEIPT/11-10-18/15:15,4180605151503584,N,4,36139.79
15:40:00,06/04/2010,Other identified receipts,RECEIPT,111437.65,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,11/10/2018,75297.86,Other identified receipts/RECEIPT/11-10-18/15:40,5180605154003585,N,5,111437.65
16:05:00,06/04/2010,Other identified receipts,RECEIPT,111437.65,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,11/10/2018,0,Other identified receipts/RECEIPT/11-10-18/16:05,6180605160503586,N,6,111437.65
16:30:00,06/04/2010,Other identified receipts,RECEIPT,118427.32,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,11/10/2018,6989.67,Other identified receipts/RECEIPT/11-10-18/16:30,7180605163003587,N,7,118427.32
17:00 (prev),07/04/2010,Other identified receipts,RECEIPT,7783.96,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,-110643.36,Other identified receipts/RECEIPT/12-10-18/17:00,0180605170003588,N,0,7783.96
09:30:00,07/04/2010,Other identified receipts,RECEIPT,7783.96,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/09:30,1180605093003589,N,1,7783.96
12:45:00,07/04/2010,Other identified receipts,RECEIPT,7783.96,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/12:45,2180605124503590,N,2,7783.96
14:15:00,07/04/2010,Other identified receipts,RECEIPT,7783.96,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/14:15,3180605141503591,N,3,7783.96
15:15:00,07/04/2010,Other identified receipts,RECEIPT,7783.96,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/15:15,4180605151503592,N,4,7783.96
15:40:00,07/04/2010,Other identified receipts,RECEIPT,0,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/15:40,5180605154003593,N,5,7783.96
16:05:00,07/04/2010,Other identified receipts,RECEIPT,0,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/16:05,6180605160503594,N,6,7783.96
16:30:00,07/04/2010,Other identified receipts,RECEIPT,0,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,12/10/2018,0,Other identified receipts/RECEIPT/12-10-18/16:30,7180605163003595,N,7,7783.96
17:00 (prev),09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,-5798.26,Other identified receipts/RECEIPT/16-10-18/17:00,0180605170003596,N,0,1985.7
09:30:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/09:30,1180605093003597,N,1,1985.7
12:45:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/12:45,2180605124503598,N,2,1985.7
14:15:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/14:15,3180605141503599,N,3,1985.7
15:15:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/15:15,4180605151503600,N,4,1985.7
15:40:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/15:40,5180605154003601,N,5,1985.7
16:05:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/16:05,6180605160503602,N,6,1985.7
16:30:00,09/04/2010,Other identified receipts,RECEIPT,1985.7,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,16/10/2018,0,Other identified receipts/RECEIPT/16-10-18/16:30,7180605163003603,N,7,1985.7
17:00 (prev),12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,5401.11,Other identified receipts/RECEIPT/19-10-18/17:00,0180605170003604,N,0,7386.81
09:30:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/09:30,1180605093003605,N,1,7386.81
12:45:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/12:45,2180605124503606,N,2,7386.81
14:15:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/14:15,3180605141503607,N,3,7386.81
15:15:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/15:15,4180605151503608,N,4,7386.81
15:40:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/15:40,5180605154003609,N,5,7386.81
16:05:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/16:05,6180605160503610,N,6,7386.81
16:30:00,12/04/2010,Other identified receipts,RECEIPT,7386.81,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,19/10/2018,0,Other identified receipts/RECEIPT/19-10-18/16:30,7180605163003611,N,7,7386.81
17:00 (prev),13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,-873.7,Other identified receipts/RECEIPT/22-10-18/17:00,0180605170003612,N,0,6513.11
09:30:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/09:30,1180605093003613,N,1,6513.11
12:45:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/12:45,2180605124503614,N,2,6513.11
14:15:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/14:15,3180605141503615,N,3,6513.11
15:15:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/15:15,4180605151503616,N,4,6513.11
15:40:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/15:40,5180605154003617,N,5,6513.11
16:05:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/16:05,6180605160503618,N,6,6513.11
16:30:00,13/04/2010,Other identified receipts,RECEIPT,6513.11,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,22/10/2018,0,Other identified receipts/RECEIPT/22-10-18/16:30,7180605163003619,N,7,6513.11
17:00 (prev),14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,-5480.54,Other identified receipts/RECEIPT/23-10-18/17:00,0180605170003620,N,0,1032.57
09:30:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/09:30,1180605093003621,N,1,1032.57
12:45:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/12:45,2180605124503622,N,2,1032.57
14:15:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/14:15,3180605141503623,N,3,1032.57
15:15:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/15:15,4180605151503624,N,4,1032.57
15:40:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/15:40,5180605154003625,N,5,1032.57
16:05:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/16:05,6180605160503626,N,6,1032.57
16:30:00,14/04/2010,Other identified receipts,RECEIPT,1032.57,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,23/10/2018,0,Other identified receipts/RECEIPT/23-10-18/16:30,7180605163003627,N,7,1032.57
17:00 (prev),15/04/2010,Other identified receipts,RECEIPT,0,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/17:00,0180605170003628,N,0,1032.57
09:30:00,15/04/2010,Other identified receipts,RECEIPT,0,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/09:30,1180605093003629,N,1,1032.57
12:45:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,62509.92,Other identified receipts/RECEIPT/24-10-18/12:45,2180605124503630,N,2,63542.49
14:15:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/14:15,3180605141503631,N,3,63542.49
15:15:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/15:15,4180605151503632,N,4,63542.49
15:40:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/15:40,5180605154003633,N,5,63542.49
16:05:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/16:05,6180605160503634,N,6,63542.49
16:30:00,15/04/2010,Other identified receipts,RECEIPT,63542.49,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,24/10/2018,0,Other identified receipts/RECEIPT/24-10-18/16:30,7180605163003635,N,7,63542.49
17:00 (prev),16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,-56870.53,Other identified receipts/RECEIPT/25-10-18/17:00,0180605170003636,N,0,6671.96
09:30:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/09:30,1180605093003637,N,1,6671.96
12:45:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/12:45,2180605124503638,N,2,6671.96
14:15:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/14:15,3180605141503639,N,3,6671.96
15:15:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/15:15,4180605151503640,N,4,6671.96
15:40:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/15:40,5180605154003641,N,5,6671.96
16:05:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/16:05,6180605160503642,N,6,6671.96
16:30:00,16/04/2010,Other identified receipts,RECEIPT,6671.96,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,25/10/2018,0,Other identified receipts/RECEIPT/25-10-18/16:30,7180605163003643,N,7,6671.96
17:00 (prev),19/04/2010,Other identified receipts,RECEIPT,7307.39,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,635.43,Other identified receipts/RECEIPT/30-10-18/17:00,0180605170003644,N,0,7307.39
09:30:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,-5003.97,Other identified receipts/RECEIPT/30-10-18/09:30,1180605093003645,N,1,2303.42
12:45:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/12:45,2180605124503646,N,2,2303.42
14:15:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/14:15,3180605141503647,N,3,2303.42
15:15:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/15:15,4180605151503648,N,4,2303.42
15:40:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/15:40,5180605154003649,N,5,2303.42
16:05:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/16:05,6180605160503650,N,6,2303.42
16:30:00,19/04/2010,Other identified receipts,RECEIPT,2303.42,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,30/10/2018,0,Other identified receipts/RECEIPT/30-10-18/16:30,7180605163003651,N,7,2303.42
17:00 (prev),20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,1191.42,Other identified receipts/RECEIPT/31-10-18/17:00,0180605170003652,N,0,3494.84
09:30:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/09:30,1180605093003653,N,1,3494.84
12:45:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/12:45,2180605124503654,N,2,3494.84
14:15:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/14:15,3180605141503655,N,3,3494.84
15:15:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/15:15,4180605151503656,N,4,3494.84
15:40:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/15:40,5180605154003657,N,5,3494.84
16:05:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/16:05,6180605160503658,N,6,3494.84
16:30:00,20/04/2010,Other identified receipts,RECEIPT,3494.84,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,31/10/2018,0,Other identified receipts/RECEIPT/31-10-18/16:30,7180605163003659,N,7,3494.84
17:00 (prev),22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,-2700.56,Other identified receipts/RECEIPT/02-11-18/17:00,0180605170003660,N,0,794.28
09:30:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/09:30,1180605093003661,N,1,794.28
12:45:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/12:45,2180605124503662,N,2,794.28
14:15:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/14:15,3180605141503663,N,3,794.28
15:15:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/15:15,4180605151503664,N,4,794.28
15:40:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,15:40:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/15:40,5180605154003665,N,5,794.28
16:05:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,16:05:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/16:05,6180605160503666,N,6,794.28
16:30:00,22/04/2010,Other identified receipts,RECEIPT,794.28,OTHER IDENTIFIED RECEIPTS,GBP,16:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,02/11/2018,0,Other identified receipts/RECEIPT/02-11-18/16:30,7180605163003667,N,7,794.28
17:00 (prev),23/04/2010,Other identified receipts,RECEIPT,31771.25,OTHER IDENTIFIED RECEIPTS,GBP,17:00:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,05/11/2018,30976.97,Other identified receipts/RECEIPT/05-11-18/17:00,0180605170003668,N,0,31771.25
09:30:00,23/04/2010,Other identified receipts,RECEIPT,31771.25,OTHER IDENTIFIED RECEIPTS,GBP,09:30:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,05/11/2018,0,Other identified receipts/RECEIPT/05-11-18/09:30,1180605093003669,N,1,31771.25
12:45:00,23/04/2010,Other identified receipts,RECEIPT,31453.53,OTHER IDENTIFIED RECEIPTS,GBP,12:45:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,05/11/2018,-317.72,Other identified receipts/RECEIPT/05-11-18/12:45,2180605124503670,N,2,31453.53
14:15:00,23/04/2010,Other identified receipts,RECEIPT,13264.5,OTHER IDENTIFIED RECEIPTS,GBP,14:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,05/11/2018,-18189.03,Other identified receipts/RECEIPT/05-11-18/14:15,3180605141503671,N,3,13264.5
15:15:00,23/04/2010,Other identified receipts,RECEIPT,13264.5,OTHER IDENTIFIED RECEIPTS,GBP,15:15:00,OTHER-OTH,OTHER,OTH,OTHERREC/RECEIPT,Account Amendment,1,05/11/2018,0,Other identified receipts/RECEIPT/05-11-18/15:15,4180605151503672,N,4,13264.5
