Transaction UUID,Status,OriginalAmount,OriginalCurrency,MerchantAmount,MerchantCurrency,CustomerAmount,CustomerCurrency,Operation,Reference No,Create Date
3625240-1458731531-216,APPROVED,10.88,EUR,10.88,EUR,36.96,TRY,3DAUTH,10-1458731490-5129-4399156,23/03/2016 11:12
3625234-1458731521-216,APPROVED,31.1,EUR,31.1,EUR,105.64,TRY,3DAUTH,10-1458731482-6209-3831412,23/03/2016 11:12
3625216-1458731501-216,DECLINED,13.99,EUR,13.99,EUR,47.52,TRY,3DAUTH,10-1458731481-4928-4004722,23/03/2016 11:11
3625222-1458731511-124,APPROVED,143.5,EUR,143.5,EUR,1428.48,NOK,3DAUTH,1135-1458731480-3814-4580726,23/03/2016 11:11
3625195-1458731480-224,APPROVED,64.94,EUR,64.94,EUR,646.45,NOK,DIRECT,12-1458731479-6118-597185,23/03/2016 11:11
3625192-1458731477-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458731476-5938-4666526,23/03/2016 11:11
3625231-1458731519-216,DECLINED,15.55,EUR,15.55,EUR,52.82,TRY,3DAUTH,10-1458731476-8789-3983188,23/03/2016 11:11
3625219-1458731508-216,DECLINED,10.88,EUR,10.88,EUR,36.96,TRY,3DAUTH,10-1458731475-5206-404862,23/03/2016 11:11
3625180-1458731471-125,APPROVED,500,EUR,500,EUR,66496.65,JPY,DIRECT,133-1458731471-1032-4471609,23/03/2016 11:11
3625177-1458731464-199,APPROVED,33.68,EUR,33.68,EUR,335.27,NOK,DIRECT,420-1458731463-3938-1749984,23/03/2016 11:11
3625174-1458731463-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155891082,23/03/2016 11:11
3625183-1458731475-107,DECLINED,13.94,EUR,13.94,EUR,47.35,TRY,3DAUTH,578-1458731456-5262-832193,23/03/2016 11:11
3625228-1458731517-289,WAITING,300,TRY,300,TRY,300,TRY,3DAUTH,155891062,23/03/2016 11:11
3625162-1458731450-125,APPROVED,500,EUR,500,EUR,66496.65,JPY,DIRECT,133-1458731450-1538-4471609,23/03/2016 11:10
3625159-1458731449-216,WAITING,14.31,EUR,14.31,EUR,48.61,TRY,3D,10-1458731449-0137-4004722,23/03/2016 11:10
3625171-1458731463-216,APPROVED,31.1,EUR,31.1,EUR,105.64,TRY,3DAUTH,10-1458731431-309-41771,23/03/2016 11:11
3625150-1458731427-119,APPROVED,50,EUR,50,EUR,497.73,NOK,DIRECT,5-1458731426-7093-1362657,23/03/2016 11:10
3625147-1458731420-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458731420-4168-4666522,23/03/2016 11:10
3625144-1458731416-56,WAITING,96.1,EUR,96.1,EUR,326.42,TRY,3D,30098222,23/03/2016 11:10
3625156-1458731436-107,APPROVED,30.98,EUR,30.98,EUR,105.23,TRY,3DAUTH,578-1458731410-0127-693161,23/03/2016 11:10
3625135-1458731407-82,DECLINED,1.94,GBP,2.32,EUR,1.94,GBP,DIRECT,312128289,23/03/2016 11:10
3625129-1458731396-224,APPROVED,108.23,EUR,108.23,EUR,1077.39,NOK,DIRECT,12-1458731396-3529-818636,23/03/2016 11:09
3625246-1458731534-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155890892,23/03/2016 11:12
3625141-1458731415-150,APPROVED,86.94,EUR,86.94,EUR,295.3,TRY,3DAUTH,620-1458731381-5116-1173374,23/03/2016 11:10
3625132-1458731404-101,APPROVED,96.1,EUR,96.1,EUR,326.42,TRY,3DAUTH,99-1458731376-4032-4598759,23/03/2016 11:10
3625114-1458731376-224,APPROVED,54.11,EUR,54.11,EUR,538.65,NOK,DIRECT,12-1458731375-734-4021501,23/03/2016 11:09
3625108-1458731357-187,APPROVED,52.89,EUR,52.89,EUR,526.5,NOK,DIRECT,346-1458731357-0175-635186,23/03/2016 11:09
3625207-1458731483-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458731350-5221-4666518,23/03/2016 11:11
3625099-1458731346-126,DECLINED,20.5,EUR,20.5,EUR,204.07,NOK,DIRECT,51-1458731346-3642-4666514,23/03/2016 11:09
3625090-1458731343-224,APPROVED,205.64,EUR,205.64,EUR,2047.06,NOK,DIRECT,12-1458731343-1142-818636,23/03/2016 11:09
3625087-1458731343-289,WAITING,500,TRY,500,TRY,500,TRY,3D,155890842,23/03/2016 11:09
3625105-1458731352-107,APPROVED,12,EUR,12,EUR,40.75,TRY,3DAUTH,578-1458731326-167-695936,23/03/2016 11:09
3625093-1458731343-216,APPROVED,31.1,EUR,31.1,EUR,105.61,TRY,3DAUTH,10-1458731325-525-4605470,23/03/2016 11:09
3625072-1458731313-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155890742,23/03/2016 11:08
3625069-1458731308-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128205,23/03/2016 11:08
3625066-1458731308-126,APPROVED,102.5,EUR,102.5,EUR,1018.89,NOK,DIRECT,48-1458731307-954-40991,23/03/2016 11:08
3625096-1458731346-219,APPROVED,30,EUR,30,EUR,30,EUR,3DAUTH,1223-1458731301-5575-3793723,23/03/2016 11:09
3625084-1458731327-216,APPROVED,14.93,EUR,14.93,EUR,50.7,TRY,3DAUTH,10-1458731290-6373-4642875,23/03/2016 11:08
3625051-1458731282-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128177,23/03/2016 11:08
3625048-1458731280-82,DECLINED,31.95,EUR,31.95,EUR,31.95,EUR,DIRECT,312128175,23/03/2016 11:08
3625075-1458731317-216,APPROVED,10.88,EUR,10.88,EUR,36.95,TRY,3DAUTH,10-1458731275-5288-2673468,23/03/2016 11:08
3625039-1458731271-82,DECLINED,41.5,EUR,41.5,EUR,41.5,EUR,DIRECT,312128163,23/03/2016 11:07
3625036-1458731267-199,APPROVED,43.46,EUR,43.46,EUR,432.01,NOK,DIRECT,420-1458731266-9748-549725,23/03/2016 11:07
3625033-1458731265-241,APPROVED,35,EUR,35,EUR,275.2,DKK,DIRECT,1310-1458731259-9183-4666510,23/03/2016 11:07
3625030-1458731259-82,DECLINED,22.95,EUR,22.95,EUR,22.95,EUR,DIRECT,312128143,23/03/2016 11:07
3625024-1458731258-199,APPROVED,43.46,EUR,43.46,EUR,432.01,NOK,DIRECT,420-1458731258-3979-1382133,23/03/2016 11:07
3625021-1458731253-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155890632,23/03/2016 11:07
3625045-1458731278-216,DECLINED,43.54,EUR,43.54,EUR,147.85,TRY,3DAUTH,10-1458731252-3989-4605470,23/03/2016 11:07
3625120-1458731378-289,APPROVED,1000,TRY,1000,TRY,1000,TRY,3DAUTH,155890592,23/03/2016 11:09
3625054-1458731289-119,APPROVED,50,EUR,50,EUR,497.02,NOK,3DAUTH,2-1458731241-0376-4664110,23/03/2016 11:08
3625006-1458731239-199,APPROVED,54.32,EUR,54.32,EUR,539.96,NOK,DIRECT,419-1458731238-9799-3555245,23/03/2016 11:07
3625060-1458731297-216,DECLINED,15.55,EUR,15.55,EUR,52.81,TRY,3DAUTH,10-1458731238-6182-2762721,23/03/2016 11:08
3625000-1458731234-125,APPROVED,100,EUR,100,EUR,13279.34,JPY,DIRECT,133-1458731233-9399-4665182,23/03/2016 11:07
3624991-1458731226-82,APPROVED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128103,23/03/2016 11:07
3625111-1458731362-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155890522,23/03/2016 11:09
3624985-1458731222-224,APPROVED,64.94,EUR,64.94,EUR,645.53,NOK,DIRECT,12-1458731221-8374-425710,23/03/2016 11:07
3625027-1458731259-216,APPROVED,10.88,EUR,10.88,EUR,36.95,TRY,3DAUTH,10-1458731220-1173-4666478,23/03/2016 11:07
3624979-1458731219-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128101,23/03/2016 11:06
3624973-1458731212-289,WAITING,500,TRY,500,TRY,500,TRY,3D,155890492,23/03/2016 11:06
3624970-1458731212-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155890482,23/03/2016 11:06
3624967-1458731210-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128089,23/03/2016 11:06
3624997-1458731232-101,DECLINED,60.86,EUR,60.86,EUR,206.66,TRY,3DAUTH,99-1458731209-8859-4621947,23/03/2016 11:07
3624961-1458731209-224,APPROVED,129.88,EUR,129.88,EUR,1291.05,NOK,DIRECT,12-1458731209-1087-261152,23/03/2016 11:06
3624958-1458731205-200,APPROVED,21.91,EUR,21.91,EUR,217.8,NOK,STORED,59-1458731204-9388-249568,23/03/2016 11:06
3624994-1458731232-196,APPROVED,49.76,EUR,49.76,EUR,494.64,NOK,3DAUTH,1573-1458731200-0835-4502111,23/03/2016 11:07
3625009-1458731240-264,WAITING,250,TRY,250,TRY,250,TRY,3DAUTH,49577719,23/03/2016 11:07
3624976-1458731218-101,APPROVED,206.21,EUR,206.21,EUR,700.19,TRY,3DAUTH,99-1458731192-8784-4436197,23/03/2016 11:06
3624934-1458731177-119,APPROVED,50,EUR,50,EUR,497.02,NOK,DIRECT,5-1458731177-0599-90936,23/03/2016 11:06
3624922-1458731171-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128055,23/03/2016 11:06
3624919-1458731168-224,APPROVED,64.94,EUR,64.94,EUR,645.53,NOK,DIRECT,12-1458731167-6687-74723,23/03/2016 11:06
3624937-1458731186-216,APPROVED,11.82,EUR,11.82,EUR,40.14,TRY,3DAUTH,10-1458731164-9591-4275691,23/03/2016 11:06
3624955-1458731205-61,APPROVED,110,EUR,110,EUR,1093.44,NOK,3DAUTH,30098196,23/03/2016 11:06
3624916-1458731167-264,DECLINED,10,TRY,3.1,EUR,3.68,USD,3DAUTH,49577649,23/03/2016 11:06
3624901-1458731156-124,APPROVED,10.59,EUR,10.59,EUR,105.28,NOK,DIRECT,1138-1458731156-091-4637887,23/03/2016 11:05
3624946-1458731200-216,DECLINED,18.66,EUR,18.66,EUR,63.4,TRY,3DAUTH,10-1458731154-8216-1101056,23/03/2016 11:06
3624895-1458731154-82,DECLINED,1.94,GBP,2.32,EUR,1.94,GBP,DIRECT,312128039,23/03/2016 11:05
3624931-1458731177-216,APPROVED,12.44,EUR,12.44,EUR,42.27,TRY,3DAUTH,10-1458731146-8641-4251253,23/03/2016 11:06
3624949-1458731200-216,DECLINED,43.54,EUR,43.54,EUR,147.92,TRY,3DAUTH,10-1458731140-7994-4605470,23/03/2016 11:06
3624928-1458731175-107,APPROVED,46.47,EUR,46.47,EUR,157.87,TRY,3DAUTH,578-1458731135-5802-4666502,23/03/2016 11:06
3624907-1458731160-107,APPROVED,10,EUR,10,EUR,33.98,TRY,3DAUTH,578-1458731139-9744-692522,23/03/2016 11:06
3624877-1458731137-238,APPROVED,1.37,EUR,1.37,EUR,2.12,CAD,DIRECT,1191-1458731137-1108-4666506,23/03/2016 11:05
3624925-1458731172-107,APPROVED,139.41,EUR,139.41,EUR,473.61,TRY,3DAUTH,578-1458731129-5183-824018,23/03/2016 11:06
3624853-1458731124-289,WAITING,500,TRY,500,TRY,500,TRY,3D,155890112,23/03/2016 11:05
3624850-1458731122-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128013,23/03/2016 11:05
3624847-1458731121-224,APPROVED,344.02,EUR,344.02,EUR,3419.93,NOK,DIRECT,12-1458731121-2211-3544811,23/03/2016 11:05
3624880-1458731137-56,APPROVED,32.03,EUR,32.03,EUR,108.82,TRY,3DAUTH,30098190,23/03/2016 11:05
3624862-1458731127-264,DECLINED,300,TRY,93.12,EUR,110.18,USD,3DAUTH,49577487,23/03/2016 11:05
3624838-1458731115-82,APPROVED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312128009,23/03/2016 11:05
3624835-1458731115-82,DECLINED,1.94,GBP,2.32,EUR,1.94,GBP,DIRECT,312128003,23/03/2016 11:05
3624871-1458731133-216,APPROVED,10.88,EUR,10.88,EUR,36.97,TRY,3DAUTH,10-1458731112-2032-4325059,23/03/2016 11:05
3624859-1458731126-216,DECLINED,12.44,EUR,12.44,EUR,42.27,TRY,3DAUTH,10-1458731109-1133-4275691,23/03/2016 11:05
3624874-1458731137-216,DECLINED,15.55,EUR,15.55,EUR,52.83,TRY,3DAUTH,10-1458731104-1105-4642875,23/03/2016 11:05
3624856-1458731124-216,APPROVED,27.99,EUR,27.99,EUR,95.09,TRY,3DAUTH,10-1458731100-2206-115866,23/03/2016 11:05
3624865-1458731129-56,APPROVED,16.01,EUR,16.01,EUR,54.39,TRY,3DAUTH,30098181,23/03/2016 11:05
3624808-1458731075-82,DECLINED,8.5,GBP,10.18,EUR,8.5,GBP,DIRECT,312127979,23/03/2016 11:04
3624817-1458731098-101,DECLINED,60.86,EUR,60.86,EUR,206.76,TRY,3DAUTH,99-1458731072-6233-4621947,23/03/2016 11:04
3624796-1458731067-119,APPROVED,25,EUR,25,EUR,25,EUR,DIRECT,93-1458731066-0209-1900785,23/03/2016 11:04
3624793-1458731066-199,APPROVED,264.98,EUR,264.98,EUR,2634.19,NOK,DIRECT,424-1458731065-2218-4502720,23/03/2016 11:04
3624811-1458731079-264,APPROVED,100,TRY,31.04,EUR,36.73,USD,3DAUTH,49577325,23/03/2016 11:04
3624805-1458731074-56,APPROVED,32.03,EUR,32.03,EUR,108.82,TRY,3DAUTH,30098169,23/03/2016 11:04
3624781-1458731051-261,APPROVED,10.7,EUR,10.7,EUR,106.37,NOK,DIRECT,32-1458731050-7648-83345,23/03/2016 11:04
3624778-1458731050-261,APPROVED,16.05,EUR,16.05,EUR,159.56,NOK,DIRECT,32-1458731050-2424-721994,23/03/2016 11:04
3624775-1458731049-224,APPROVED,347.63,EUR,347.63,EUR,46194.03,JPY,DIRECT,12-1458731048-765-3489182,23/03/2016 11:04
3624820-1458731100-264,DECLINED,50,TRY,15.52,EUR,52.75,TRY,3DAUTH,49577071,23/03/2016 11:05
3624799-1458731071-216,DECLINED,45.09,EUR,45.09,EUR,153.18,TRY,3DAUTH,10-1458731043-0222-4605470,23/03/2016 11:04
3624787-1458731054-216,DECLINED,13.99,EUR,13.99,EUR,47.53,TRY,3DAUTH,10-1458731019-4039-2673468,23/03/2016 11:04
3624760-1458731012-224,APPROVED,54.11,EUR,54.11,EUR,537.92,NOK,DIRECT,12-1458731012-2756-4021501,23/03/2016 11:03
3624754-1458731006-199,APPROVED,317.97,EUR,317.97,EUR,3160.96,NOK,DIRECT,420-1458731005-7921-495078,23/03/2016 11:03
3624751-1458731003-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312127945,23/03/2016 11:03
3624748-1458730997-82,DECLINED,31.95,EUR,31.95,EUR,31.95,EUR,DIRECT,312127941,23/03/2016 11:03
3624763-1458731015-216,DECLINED,13.99,EUR,13.99,EUR,47.53,TRY,3DAUTH,10-1458730992-0674-4647599,23/03/2016 11:03
3624757-1458731008-216,DECLINED,10.88,EUR,10.88,EUR,36.97,TRY,3DAUTH,10-1458730987-7454-4275691,23/03/2016 11:03
3624727-1458730985-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312127933,23/03/2016 11:03
3624721-1458730979-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155889762,23/03/2016 11:02
3624718-1458730977-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312127929,23/03/2016 11:02
3624715-1458730975-56,WAITING,32.03,EUR,32.03,EUR,108.78,TRY,3D,30098155,23/03/2016 11:02
3624706-1458730968-200,APPROVED,109.59,EUR,109.59,EUR,1092.39,NOK,STORED,59-1458730967-0977-81525,23/03/2016 11:02
3624700-1458730966-82,DECLINED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312127925,23/03/2016 11:02
3624694-1458730960-171,DECLINED,400,EUR,400,EUR,3987.19,NOK,DIRECT,34-1458730959-8091-4666498,23/03/2016 11:02
3624724-1458730983-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730947-6156-4666494,23/03/2016 11:03
3624745-1458730995-216,APPROVED,11.51,EUR,11.51,EUR,39.09,TRY,3DAUTH,10-1458730942-8968-4397146,23/03/2016 11:03
3624712-1458730974-124,APPROVED,21.18,EUR,21.18,EUR,211.13,NOK,3DAUTH,1138-1458730940-2466-4666490,23/03/2016 11:02
3624709-1458730968-119,DECLINED,50,EUR,50,EUR,50,EUR,3DAUTH,91-1458730940-0553-1677816,23/03/2016 11:02
3624703-1458730967-101,APPROVED,317.26,EUR,317.26,EUR,1077.43,TRY,3DAUTH,99-1458730936-885-4323517,23/03/2016 11:02
3624742-1458730995-56,APPROVED,17.61,EUR,17.61,EUR,59.81,TRY,3DAUTH,30098145,23/03/2016 11:03
3624730-1458730987-289,WAITING,500,TRY,500,TRY,500,TRY,3DAUTH,155889682,23/03/2016 11:03
3624664-1458730926-82,APPROVED,11.95,GBP,14.31,EUR,11.95,GBP,DIRECT,312127897,23/03/2016 11:02
3624661-1458730914-199,APPROVED,54.32,EUR,54.32,EUR,541.46,NOK,DIRECT,419-1458730913-9359-3555245,23/03/2016 11:01
3624697-1458730966-119,APPROVED,50,EUR,50,EUR,498.4,NOK,3DAUTH,2-1458730912-6483-4664110,23/03/2016 11:02
3624667-1458730926-216,DECLINED,11.82,EUR,11.82,EUR,40.15,TRY,3DAUTH,10-1458730908-5054-4275691,23/03/2016 11:02
3624646-1458730904-187,APPROVED,52.89,EUR,52.89,EUR,527.21,NOK,DIRECT,346-1458730903-9058-635186,23/03/2016 11:01
3624640-1458730890-224,APPROVED,21.64,EUR,21.64,EUR,215.71,NOK,DIRECT,12-1458730890-3654-1337910,23/03/2016 11:01
3624649-1458730904-264,APPROVED,10,TRY,3.1,EUR,10.55,TRY,3DAUTH,49576595,23/03/2016 11:01
3624691-1458730949-56,DECLINED,8,EUR,8,EUR,27.17,TRY,3DAUTH,30098125,23/03/2016 11:02
3624631-1458730869-216,DECLINED,12.44,EUR,12.44,EUR,42.25,TRY,3DAUTH,10-1458730846-5178-4275691,23/03/2016 11:01
3624634-1458730872-107,APPROVED,10.53,EUR,10.53,EUR,35.77,TRY,3DAUTH,578-1458730839-8345-698135,23/03/2016 11:01
3624628-1458730868-56,APPROVED,15.47,EUR,15.47,EUR,52.54,TRY,3DAUTH,30098123,23/03/2016 11:01
3624643-1458730897-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730838-7252-4666486,23/03/2016 11:01
3624658-1458730914-216,DECLINED,65.31,EUR,65.31,EUR,221.8,TRY,3DAUTH,10-1458730825-8731-4650155,23/03/2016 11:01
3624616-1458730852-107,APPROVED,10.22,EUR,10.22,EUR,34.71,TRY,3DAUTH,578-1458730808-4931-693488,23/03/2016 11:00
3624601-1458730833-101,DECLINED,8,EUR,8,EUR,27.18,TRY,3DAUTH,99-1458730801-0515-4666466,23/03/2016 11:00
3624625-1458730868-56,DECLINED,19.22,EUR,19.22,EUR,65.3,TRY,3DAUTH,30098115,23/03/2016 11:01
3624565-1458730799-224,APPROVED,10.82,EUR,10.82,EUR,107.58,NOK,DIRECT,12-1458730799-2104-532220,23/03/2016 10:59
3624592-1458730829-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730791-6692-4666482,23/03/2016 11:00
3624559-1458730791-200,APPROVED,54.8,EUR,54.8,EUR,544.82,NOK,STORED,59-1458730791-1274-4291390,23/03/2016 10:59
3624595-1458730829-216,APPROVED,31.13,EUR,31.13,EUR,105.75,TRY,3DAUTH,10-1458730782-7903-1316247,23/03/2016 11:00
3624622-1458730858-216,DECLINED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458730782-5516-4666478,23/03/2016 11:00
3624577-1458730805-119,APPROVED,25,EUR,25,EUR,248.55,NOK,3DAUTH,20-1458730767-3909-2255851,23/03/2016 11:00
3624538-1458730763-187,APPROVED,52.89,EUR,52.89,EUR,525.83,NOK,DIRECT,346-1458730763-5283-635186,23/03/2016 10:59
3624535-1458730761-224,APPROVED,182.39,EUR,182.39,EUR,24256.65,JPY,DIRECT,12-1458730757-9117-4666474,23/03/2016 10:59
3624532-1458730760-124,APPROVED,15.88,EUR,15.88,EUR,157.88,NOK,DIRECT,1138-1458730760-462-4637887,23/03/2016 10:59
3624574-1458730803-56,APPROVED,32.03,EUR,32.03,EUR,108.81,TRY,3DAUTH,30098100,23/03/2016 11:00
3624580-1458730808-56,DECLINED,16.01,EUR,16.01,EUR,54.39,TRY,3DAUTH,30098102,23/03/2016 11:00
3624523-1458730755-119,APPROVED,25,EUR,25,EUR,248.55,NOK,DIRECT,5-1458730755-4253-623342,23/03/2016 10:59
3624556-1458730787-216,APPROVED,15.56,EUR,15.56,EUR,52.86,TRY,3DAUTH,10-1458730752-4601-4176427,23/03/2016 10:59
3624514-1458730747-238,DECLINED,1.36,EUR,1.36,EUR,2.11,AUD,DIRECT,1191-1458730747-3543-4666470,23/03/2016 10:59
3624508-1458730744-224,APPROVED,9.12,EUR,9.12,EUR,1212.9,JPY,DIRECT,12-1458730744-3897-3396473,23/03/2016 10:59
3624505-1458730744-224,APPROVED,32.47,EUR,32.47,EUR,322.82,NOK,DIRECT,12-1458730743-9199-425710,23/03/2016 10:59
3624544-1458730774-216,APPROVED,15.56,EUR,15.56,EUR,52.86,TRY,3DAUTH,10-1458730716-9603-4558211,23/03/2016 10:59
3624478-1458730714-101,WAITING,96.1,EUR,96.1,EUR,326.46,TRY,3D,99-1458730714-4426-4350217,23/03/2016 10:58
3624475-1458730711-261,APPROVED,11.98,EUR,11.98,EUR,119.11,NOK,DIRECT,32-1458730711-4204-46269,23/03/2016 10:58
3624490-1458730734-216,DECLINED,29.26,EUR,29.26,EUR,99.4,TRY,3DAUTH,10-1458730710-0318-115866,23/03/2016 10:58
3624493-1458730735-56,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30098096,23/03/2016 10:58
3624487-1458730734-164,DECLINED,50,EUR,50,EUR,50,EUR,3DAUTH,219-1458730707-0012-366536,23/03/2016 10:58
3624502-1458730742-101,DECLINED,8,EUR,8,EUR,27.18,TRY,3DAUTH,99-1458730703-071-4666466,23/03/2016 10:59
3624499-1458730738-56,APPROVED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30098093,23/03/2016 10:58
3624484-1458730724-119,DECLINED,50,EUR,50,EUR,50,EUR,3DAUTH,91-1458730681-0434-4637367,23/03/2016 10:58
3624442-1458730675-101,WAITING,96.1,EUR,96.1,EUR,326.46,TRY,3D,99-1458730675-0942-4350217,23/03/2016 10:57
3624457-1458730702-216,APPROVED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458730674-2139-34553,23/03/2016 10:58
3624436-1458730671-145,APPROVED,31.82,EUR,31.82,EUR,316.35,NOK,DIRECT,73-1458730671-5623-3262427,23/03/2016 10:57
3624433-1458730670-119,APPROVED,100,EUR,100,EUR,100,EUR,DIRECT,93-1458730670-0815-3027305,23/03/2016 10:57
3624424-1458730640-56,ERROR,8,EUR,8,EUR,27.18,TRY,3D,30098075,23/03/2016 10:57
3624451-1458730696-216,DECLINED,10.89,EUR,10.89,EUR,37,TRY,3DAUTH,10-1458730639-073-4666462,23/03/2016 10:58
3624511-1458730746-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155889002,23/03/2016 10:59
3624412-1458730632-82,APPROVED,40.95,EUR,40.95,EUR,40.95,EUR,REFUND,312127751,23/03/2016 10:57
3624430-1458730661-264,APPROVED,100,TRY,31.11,EUR,105.5,TRY,3DAUTH,49575853,23/03/2016 10:57
3624406-1458730630-56,ERROR,9.6,EUR,9.6,EUR,32.62,TRY,3D,30098073,23/03/2016 10:57
3624403-1458730628-101,WAITING,96.1,EUR,96.1,EUR,326.46,TRY,3D,99-1458730628-1322-4350217,23/03/2016 10:57
3624400-1458730626-216,WAITING,12.45,EUR,12.45,EUR,42.3,TRY,3D,10-1458730625-8158-2673468,23/03/2016 10:57
3624445-1458730677-261,APPROVED,21.4,EUR,21.4,EUR,212.76,NOK,3DAUTH,31-1458730625-8556-4666458,23/03/2016 10:57
3624586-1458730816-289,WAITING,300,TRY,300,TRY,300,TRY,3DAUTH,155888902,23/03/2016 11:00
3624382-1458730605-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155888862,23/03/2016 10:56
3624415-1458730634-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730604-4362-4666454,23/03/2016 10:57
3624394-1458730624-56,DECLINED,15.05,EUR,15.05,EUR,51.13,TRY,3DAUTH,30098064,23/03/2016 10:57
3624388-1458730617-216,APPROVED,15.56,EUR,15.56,EUR,52.86,TRY,3DAUTH,10-1458730591-2351-4449391,23/03/2016 10:56
3624427-1458730650-56,DECLINED,8,EUR,8,EUR,27.18,TRY,3DAUTH,30098061,23/03/2016 10:57
3624367-1458730582-101,WAITING,96.1,EUR,96.1,EUR,326.46,TRY,3D,99-1458730581-557-4350217,23/03/2016 10:56
3624463-1458730705-289,APPROVED,990,TRY,990,TRY,990,TRY,3DAUTH,155888782,23/03/2016 10:58
3624391-1458730622-216,DECLINED,62.25,EUR,62.25,EUR,211.47,TRY,3DAUTH,10-1458730566-8951-4643743,23/03/2016 10:57
3624352-1458730562-237,APPROVED,29.9,EUR,29.9,EUR,29.9,EUR,REFUND,963-1458730561-652-4560338,23/03/2016 10:56
3624349-1458730550-224,APPROVED,9.12,EUR,9.12,EUR,1211.9,JPY,DIRECT,12-1458730549-9177-3968290,23/03/2016 10:55
3624340-1458730539-124,APPROVED,12.71,EUR,12.71,EUR,126.53,NOK,DIRECT,1138-1458730538-6078-4637887,23/03/2016 10:55
3624358-1458730569-107,APPROVED,18.9,EUR,18.9,EUR,64.21,TRY,3DAUTH,578-1458730535-1361-694451,23/03/2016 10:56
3624334-1458730534-224,DECLINED,184,EUR,184,EUR,1831.64,NOK,DIRECT,12-1458730533-7154-811379,23/03/2016 10:55
3624328-1458730531-101,WAITING,96.1,EUR,96.1,EUR,326.46,TRY,3D,99-1458730530-9977-4350217,23/03/2016 10:55
3624496-1458730735-289,APPROVED,1000,TRY,1000,TRY,1000,TRY,3DAUTH,155888662,23/03/2016 10:58
3624343-1458730541-216,DECLINED,15.56,EUR,15.56,EUR,52.86,TRY,3DAUTH,10-1458730498-9852-4642875,23/03/2016 10:55
3624739-1458730992-237,DECLINED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458730494-0264-4666450,23/03/2016 11:03
3624313-1458730491-216,WAITING,23.34,EUR,23.34,EUR,79.29,TRY,3D,10-1458730490-7392-4011652,23/03/2016 10:54
3624325-1458730514-107,APPROVED,30.98,EUR,30.98,EUR,105.24,TRY,3DAUTH,578-1458730490-1993-2616258,23/03/2016 10:55
3624304-1458730485-237,WAITING,1,EUR,1,EUR,1,EUR,3D,1691-1458730484-7218-4666446,23/03/2016 10:54
3624301-1458730481-224,APPROVED,13.68,EUR,13.68,EUR,1817.84,JPY,DIRECT,12-1458730480-7569-3379550,23/03/2016 10:54
3624298-1458730478-199,DECLINED,10.86,EUR,10.86,EUR,108.11,NOK,DIRECT,419-1458730478-2789-528536,23/03/2016 10:54
3624292-1458730467-125,APPROVED,500,EUR,500,EUR,66441.37,JPY,DIRECT,133-1458730467-2977-4471609,23/03/2016 10:54
3624307-1458730486-150,APPROVED,12.42,EUR,12.42,EUR,42.2,TRY,3DAUTH,620-1458730462-3196-1643874,23/03/2016 10:54
3624280-1458730453-199,DECLINED,10.86,EUR,10.86,EUR,108.11,NOK,DIRECT,419-1458730452-8004-3942523,23/03/2016 10:54
